somay,distance,may0,may1,may2,may3,reward
2,0.2886688012785054,0.0,0.0,1.1584075056182686,0.0,1
1,0.21883710375697857,0.0,0.9902902518868616,1.1584075056182686,0.0,1
1,0.21883710375697857,0.0,1.8412902518868615,1.1584075056182686,0.0,0.9278758202074007
0,0,0.284,1.8412902518868615,1.1584075056182686,0.0,1
0,0,0.5693333333333332,1.8412902518868615,1.1584075056182686,0.0,1
1,0.2165898145360114,0.0,1.6992902518868616,0.15840750561826855,0.0,1
2,0.2886688012785054,0.0,1.6992902518868616,0.8956047884865982,0.0,1
2,0.2886688012785054,0.0,0.6992902518868616,0.8957365544084096,0.0,1
2,0.2886688012785054,0.0,0.6992902518868616,1.614069887741743,0.0,1
1,0.21434252531504422,0.0,1.5612902518868617,1.614069887741743,0.0,1
1,0.21209523609407704,0.0,1.4232902518868618,0.614069887741743,0.0,1
0,0,0.2876666666666667,1.4232902518868618,0.614069887741743,0.0,1
0,0,0.5753333333333334,1.4232902518868618,0.614069887741743,0.0,1
0,0,0.8640000000000001,1.4232902518868618,0.614069887741743,0.0,1
1,0.20984794687310993,0.0,1.2932902518868619,0.0,0.0,1
0,0,0.29033333333333333,1.2932902518868619,0.0,0.0,1
0,0,0.5813333333333333,1.2932902518868619,0.0,0.0,1
0,0,0.8726666666666666,1.2932902518868619,0.0,0.0,1
0,0,1.165,1.2932902518868619,0.0,0.0,1
0,0,1.46,1.2932902518868619,0.0,0.0,1
0,0,1.7553333333333332,1.2932902518868619,0.0,0.0,0.9991531064917532
0,0,2.0509999999999997,1.2932902518868619,0.0,0.0,0.832006491324114
0,0,2.3469999999999995,1.2932902518868619,0.0,0.0,0.6642505511864397
1,0.2053533684311756,0.34699999999999953,1.027845904120146,0.0,0.0,1
1,0.2053533684311756,0.34699999999999953,1.918845904120146,0.0,0.0,0.9016740068354285
0,0,0.6453333333333329,1.918845904120146,0.0,0.0,1
0,0,0.9439999999999995,1.918845904120146,0.0,0.0,1
1,0.20310607921020846,0.0,1.814845904120146,0.0,0.0,0.9472700847282408
0,0,0.29933333333333334,1.814845904120146,0.0,0.0,1
0,0,0.599,1.814845904120146,0.0,0.0,1
0,0,0.8986666666666667,1.814845904120146,0.0,0.0,1
0,0,1.1986666666666668,1.814845904120146,0.0,0.0,1
0,0,1.499,1.814845904120146,0.0,0.0,1
1,0.4390714474117597,0.4990000000000001,1.716845904120146,0.0,0.0,1
0,0,0.7996666666666667,1.716845904120146,0.0,0.0,1
0,0,1.101,1.716845904120146,0.0,0.0,1
0,0,1.4023333333333334,1.716845904120146,0.0,0.0,1
1,0.6273906335215493,0.40233333333333343,1.6228459041201462,0.0,0.0,1
0,0,0.7046666666666668,1.6228459041201462,0.0,0.0,1
0,0,1.0076666666666667,1.6228459041201462,0.0,0.0,1
0,0,1.311,1.6228459041201462,0.0,0.0,1
0,0,1.6153333333333333,1.6228459041201462,0.0,0.0,1
0,0,1.9203333333333332,1.6228459041201462,0.0,0.0,0.9470307498266528
0,0,2.2263333333333333,1.6228459041201462,0.0,0.0,0.7810503484589261
0,0,2.5323333333333333,1.6228459041201462,0.0,0.0,0.6175053966328119
1,0.6251751136849636,1.5323333333333333,1.5418459041201462,0.0,0.0,1
0,0,1.839,1.5418459041201462,0.0,0.0,0.999249804696933
0,0,2.1456666666666666,1.5418459041201462,0.0,0.0,0.8337247021558134
1,0.6229595938483778,1.1456666666666666,1.4807509847713456,0.0,0.0,1
1,0.620744074011792,0.1456666666666666,1.4774830725677544,0.0,0.0,1
0,0,0.45299999999999996,1.4774830725677544,0.0,0.0,1
1,0.6185285541752064,0.0,1.4756403551135797,0.0,0.0,1
0,0,0.309,1.4756403551135797,0.0,0.0,1
1,0.6163130343386205,0.0,1.475213644561184,0.0,0.0,1
1,0.6140975145020348,0.0,1.4728096910421478,0.0,0.0,1
0,0,0.30966666666666665,1.4728096910421478,0.0,0.0,1
0,0,0.6196666666666666,1.4728096910421478,0.0,0.0,1
0,0,0.9303333333333332,1.4728096910421478,0.0,0.0,1
0,0,1.2413333333333332,1.4728096910421478,0.0,0.0,1
0,0,1.5523333333333331,1.4728096910421478,0.0,0.0,1
0,0,1.8636666666666666,1.4728096910421478,0.0,0.0,1
1,0.6118819946654489,0.8636666666666666,1.4773348055964335,0.0,0.0,1
0,0,1.1749999999999998,1.4773348055964335,0.0,0.0,1
0,0,1.4866666666666664,1.4773348055964335,0.0,0.0,1
1,0.6096664748288633,0.48666666666666636,1.4759614937884296,0.0,0.0,1
0,0,0.7986666666666664,1.4759614937884296,0.0,0.0,1
0,0,1.1116666666666664,1.4759614937884296,0.0,0.0,1
0,0,1.4246666666666663,1.4759614937884296,0.0,0.0,1
0,0,1.7386666666666664,1.4759614937884296,0.0,0.0,1
1,0.6074509549922774,0.7386666666666664,1.4811127363923615,0.0,0.0,1
0,0,1.053333333333333,1.4811127363923615,0.0,0.0,1
0,0,1.368333333333333,1.4811127363923615,0.0,0.0,1
0,0,1.683333333333333,1.4811127363923615,0.0,0.0,1
1,0.6052354351556917,0.6833333333333329,1.4808908754368058,0.0,0.0,1
0,0,0.9986666666666663,1.4808908754368058,0.0,0.0,1
0,0,1.314333333333333,1.4808908754368058,0.0,0.0,1
1,0.603019915319106,0.3143333333333329,1.4810442195155318,0.0,0.0,1
0,0,0.6319999999999996,1.4810442195155318,0.0,0.0,1
1,0.6008043954825202,0.0,1.487197404078263,0.0,0.0,1
0,0,0.31866666666666665,1.487197404078263,0.0,0.0,1
0,0,0.6376666666666666,1.487197404078263,0.0,0.0,1
0,0,0.9566666666666666,1.487197404078263,0.0,0.0,1
0,0,1.276333333333333,1.487197404078263,0.0,0.0,1
1,0.5985888756459344,0.2763333333333331,1.4964433315939685,0.0,0.0,1
0,0,0.5983333333333332,1.4964433315939685,0.0,0.0,1
0,0,0.9213333333333331,1.4964433315939685,0.0,0.0,1
1,0.5963733558093487,0.0,1.4998653739832095,0.0,0.0,1
0,0,0.32366666666666666,1.4998653739832095,0.0,0.0,1
1,0.594157835972763,0.0,1.496939939950198,0.0,0.0,1
1,0.5919423161361771,0.0,1.4950312156284973,0.0,0.0,1
0,0,0.3243333333333333,1.4950312156284973,0.0,0.0,1
0,0,0.649,1.4950312156284973,0.0,0.0,1
0,0,0.9736666666666667,1.4950312156284973,0.0,0.0,1
0,0,1.2996666666666667,1.4950312156284973,0.0,0.0,1
0,0,1.6260000000000001,1.4950312156284973,0.0,0.0,1
0,0,1.953,1.4950312156284973,0.0,0.0,0.992250053023565
1,0.5897267962995915,0.9530000000000001,1.505965977720555,0.0,0.0,1
0,0,1.2816666666666667,1.505965977720555,0.0,0.0,1
1,0.5875112764630056,0.28166666666666673,1.5053677529089073,0.0,0.0,1
0,0,0.6106666666666667,1.5053677529089073,0.0,0.0,1
0,0,0.9403333333333334,1.5053677529089073,0.0,0.0,1
1,0.5852957566264199,0.0,1.5084928790457872,0.0,0.0,1
0,0,0.331,1.5084928790457872,0.0,0.0,1
0,0,0.6623333333333333,1.5084928790457872,0.0,0.0,1
0,0,0.994,1.5084928790457872,0.0,0.0,1
1,0.583080236789834,0.0,1.509979992256463,0.0,0.0,1
0,0,0.332,1.509979992256463,0.0,0.0,1
1,0.5786491971166626,0.0,1.5036271646753656,0.0,0.0,1
0,0,0.3323333333333333,1.5036271646753656,0.0,0.0,1
0,0,0.6646666666666666,1.5036271646753656,0.0,0.0,1
1,0.5764336772800768,0.0,1.502820706849724,0.0,0.0,1
0,0,0.33266666666666667,1.502820706849724,0.0,0.0,1
1,0.5742181574434911,0.0,1.5038207068497238,0.0,0.0,1
0,0,0.33366666666666667,1.5038207068497238,0.0,0.0,1
0,0,0.6679999999999999,1.5038207068497238,0.0,0.0,1
0,0,1.0026666666666666,1.5038207068497238,0.0,0.0,1
0,0,1.3376666666666666,1.5038207068497238,0.0,0.0,1
0,0,1.6729999999999998,1.5038207068497238,0.0,0.0,1
0,0,2.0083333333333333,1.5038207068497238,0.0,0.0,0.9891741233128905
1,0.5720026376069053,1.0083333333333333,1.5098207068497238,0.0,0.0,1
0,0,1.3446666666666667,1.5098207068497238,0.0,0.0,1
1,0.5697871177703195,0.3446666666666667,1.5188207068497237,0.0,0.0,1
0,0,0.6813333333333333,1.5188207068497237,0.0,0.0,1
0,0,1.0190000000000001,1.5188207068497237,0.0,0.0,1
0,0,1.356666666666667,1.5188207068497237,0.0,0.0,1
1,0.5675715979337338,0.3566666666666669,1.5328207068497237,0.0,0.0,1
0,0,0.6953333333333336,1.5328207068497237,0.0,0.0,1
0,0,1.0340000000000003,1.5328207068497237,0.0,0.0,1
0,0,1.3730000000000002,1.5328207068497237,0.0,0.0,1
0,0,1.7130000000000003,1.5328207068497237,0.0,0.0,1
1,0.565356078097148,0.7130000000000003,1.5558207068497236,0.0,0.0,1
0,0,1.0540000000000003,1.5558207068497236,0.0,0.0,1
1,0.5631405582605623,0.05400000000000027,1.5808207068497235,0.0,0.0,1
2,0.2886688012785054,0.05400000000000027,1.5808207068497235,1.0559430307624416,0.0,1
