total_reward,mean_reward
803.3548655585607,0.9893532827075872
913.9046954594975,0.9890743457353869
834.5846411409557,0.9935531442154234
1055.0162988049779,0.9943603193260866
869.1009358530339,0.9932582124034673
957.7948182438081,0.9935630894645312
846.4262195623877,0.9876618664671969
842.5894222396453,0.9959685842076186
854.1088831627382,0.9954648987910701
969.776285791185,0.9936232436385093
1049.1527987165264,0.972338089635335
850.0582144996922,0.9895904708960328
850.9879370827549,0.9929847573894456
850.9144471438946,0.9848546841943224
984.5196315659581,0.9718851249417158
809.9699669113403,0.9723529014541901
1073.905294585123,0.978947397069392
885.533370490996,0.9573333735037796
947.0863267642441,0.9937946765626905
989.4496209154461,0.9094206074590497
846.3552820146133,0.9795778727020987
816.1872029706178,0.9881201004486898
1081.9809335491827,0.9890136504105875
840.5244286348561,0.9900169948584878
833.5373874661689,0.9806322205484339
838.1618722939642,0.9746068282487955
915.3126764107342,0.8956092724175482
917.0369861701215,0.9424840556733006
1020.9997009741764,0.9677722284115416
922.8969628304646,0.9755781848102163
901.5625519311131,0.9799592955772969
933.982931136071,0.9914893111847888
1074.9851274971024,0.9862248876120205
983.6856715668323,0.9896234120390667
976.1996487627889,0.9890573948964426
851.6992734821047,0.9926564958998889
990.8129777671336,0.9868655157043164
1050.0083811742077,0.9924464850417842
1082.066277901186,0.9918114371229935
988.8517176805151,0.9938208217894624
1015.0480833638126,0.9883623012305868
893.0116892350534,0.9867532477735397
833.9726363817394,0.9765487545453624
1057.796976221093,0.9803493755524495
801.481565198105,0.9870462625592427
1040.269820450488,0.967692856233012
1030.229259262112,0.9877557615168859
834.0338155443087,0.9917167842381792
918.5672277612829,0.9877066965175084
1023.5148908780775,0.9832035455120821
888.6135222180691,0.996203500244472
870.1942043525939,0.9899820299801979
954.2314617146367,0.9919245963769612
815.2821802288521,0.9858309313529046
837.72545141719,0.966234661380842
862.6658481894194,0.9836554711395888
1003.7328154705074,0.9850174832880347
1016.7785769044101,0.960130856378102
814.6642267617026,0.9850837082971011
1019.4868380425837,0.9812192858927659
1029.8002979755224,0.9873444851155536
1018.4914283175378,0.9830998342833377
1002.9714664881653,0.9756531775176706
989.3927784175401,0.9577858455155277
819.3220603568609,0.9883257664135837
979.3168690359237,0.9892089586221451
1037.6361023097734,0.9661416222623588
1056.6950536142674,0.9857229977745032
842.0683434907176,0.9825768302108723
984.6255670568446,0.9875883320530036
940.4875738441738,0.9848037422452082
800.4950212403068,0.9786002704649227
1019.4202517373145,0.9509517273668978
922.8034030276235,0.9359060882633099
1037.1978506227963,0.9454857343872346
855.921808777485,0.9872223861332007
867.7918012982384,0.9917620586265582
871.8545316845348,0.9884972014563886
849.9742159330334,0.9860489744002707
842.7133692059177,0.990262478502841
811.4904728278475,0.9932563926901438
939.964588713262,0.9791297799096479
946.7356248076173,0.9790440794287666
855.3183788085729,0.9876655644440796
931.891582354187,0.8866713438193977
818.306974308873,0.9593282231053611
936.5089487360893,0.9527049325901215
951.5554628932168,0.967027909444326
985.972196228872,0.9112497192503438
954.0130185841103,0.9578443961687855
935.2928351091687,0.9783397856790467
805.5585850996158,0.9908469681422089
1060.1198237852727,0.9770689620140762
1045.1108187881464,0.9840968161846952
1077.130898243242,0.9827836662803303
1054.3778498054123,0.9872451777204235
895.6095086203554,0.9918156241642917
844.0950067235785,0.9930529490865629
912.271572267478,0.9915995350733456
898.2408060300193,0.9849131645066
